epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,2464.9,1.1417,1.73043,0.96635,1.05195,0.8673,0.8125,0.87987,0.65773,0.86849,0.80902,0.87577,0.59,0.9958,1.44284,0.8217,0.95925,0.006139,0.006139,0.006139
41,2518.19,1.17216,1.66888,0.95638,1.0549,0.85487,0.85,0.89771,0.6763,0.85381,0.8475,0.89423,0.60283,0.99528,1.4996,0.81643,0.9664,0.00604,0.00604,0.00604
42,2570.42,1.14119,1.75594,0.94549,1.02961,0.81882,0.8425,0.86956,0.66499,0.82277,0.845,0.87646,0.59996,1.00672,1.46119,0.80301,0.96491,0.005941,0.005941,0.005941
43,2623.18,1.15706,1.74415,0.98674,1.04351,0.89306,0.835,0.89453,0.67879,0.89189,0.8325,0.89059,0.60779,0.96633,1.458,0.7921,0.94638,0.005842,0.005842,0.005842
44,2681.8,1.13187,1.70103,0.92352,1.0305,0.85389,0.845,0.88711,0.68091,0.87068,0.85844,0.8939,0.61207,0.97411,1.49724,0.80527,0.94889,0.005743,0.005743,0.005743
45,2743.99,1.12947,1.68604,0.97144,1.0388,0.87483,0.815,0.87128,0.67444,0.86658,0.81187,0.87156,0.59031,0.94734,1.45297,0.80641,0.95243,0.005644,0.005644,0.005644
46,2802.18,1.11422,1.6561,0.95093,1.03281,0.88714,0.80573,0.87451,0.66888,0.88593,0.7975,0.87208,0.58497,0.95087,1.47521,0.79965,0.94787,0.005545,0.005545,0.005545
47,2860.56,1.1258,1.65268,0.93002,1.03836,0.88058,0.82953,0.88974,0.68313,0.881,0.8329,0.88766,0.62114,0.96225,1.44258,0.77197,0.94228,0.005446,0.005446,0.005446
48,2920.85,1.09708,1.66639,0.93036,1.02291,0.88457,0.82381,0.89234,0.68608,0.88189,0.82131,0.88966,0.61039,0.94454,1.43602,0.81635,0.94329,0.005347,0.005347,0.005347
49,2983.26,1.11305,1.61576,0.96078,1.03691,0.86213,0.8025,0.88102,0.69456,0.86482,0.805,0.88706,0.63123,0.94492,1.42628,0.77603,0.93732,0.005248,0.005248,0.005248
50,3044.41,1.09437,1.58213,0.89304,1.01624,0.89315,0.855,0.90215,0.70531,0.89315,0.855,0.90272,0.63451,0.94141,1.385,0.75367,0.94306,0.005149,0.005149,0.005149
51,3110.24,1.08704,1.5993,0.92912,1.0246,0.90492,0.8375,0.88913,0.68764,0.89859,0.84176,0.89411,0.62686,0.96021,1.44424,0.76192,0.95835,0.00505,0.00505,0.00505
52,3171.41,1.0882,1.61723,0.91219,1.01856,0.84386,0.84,0.88178,0.68509,0.84889,0.845,0.88511,0.62523,0.96204,1.45644,0.76165,0.9438,0.004951,0.004951,0.004951
53,3237.83,1.07712,1.60254,0.8833,1.0157,0.89067,0.84,0.90658,0.7042,0.88206,0.8325,0.89936,0.62158,0.91588,1.41332,0.7295,0.94104,0.004852,0.004852,0.004852
54,3302.03,1.07064,1.60987,0.88129,1.02252,0.89506,0.8525,0.90934,0.70396,0.89607,0.86215,0.90936,0.63474,0.94722,1.39324,0.71361,0.94332,0.004753,0.004753,0.004753
55,3361.6,1.06909,1.63101,0.87071,1.01105,0.87933,0.87443,0.91433,0.69959,0.87631,0.86786,0.91644,0.63979,0.94444,1.39024,0.71875,0.94445,0.004654,0.004654,0.004654
56,3424.03,1.08951,1.63348,0.89219,1.0199,0.84332,0.86,0.90009,0.692,0.86711,0.8375,0.90029,0.62185,0.95906,1.41827,0.76027,0.94809,0.004555,0.004555,0.004555
57,3485.39,1.04302,1.53755,0.84707,1.00079,0.86883,0.84455,0.90077,0.7003,0.86321,0.845,0.89813,0.62139,0.95741,1.41419,0.72533,0.95362,0.004456,0.004456,0.004456
58,3539.82,1.0464,1.54119,0.81763,1.00389,0.93007,0.8425,0.91836,0.72507,0.91976,0.831,0.90936,0.65,0.90588,1.36181,0.68552,0.93294,0.004357,0.004357,0.004357
59,3591.76,1.06394,1.57698,0.87508,1.00579,0.88518,0.86732,0.90126,0.70316,0.89768,0.85,0.90277,0.6281,0.9613,1.47552,0.72737,0.94884,0.004258,0.004258,0.004258
60,3642.88,1.0461,1.56027,0.85406,1.00589,0.85985,0.8875,0.92256,0.72397,0.86081,0.8875,0.91674,0.64456,0.90865,1.39404,0.69082,0.93333,0.004159,0.004159,0.004159
61,3693.61,1.06229,1.57764,0.84664,1.01001,0.90263,0.85752,0.9131,0.72165,0.90226,0.85385,0.9109,0.65089,0.91083,1.36457,0.70748,0.93,0.00406,0.00406,0.00406
62,3752.43,1.04703,1.53714,0.83674,1.00314,0.8989,0.86689,0.90938,0.71078,0.90408,0.87189,0.91222,0.63507,0.88972,1.38731,0.68891,0.93035,0.003961,0.003961,0.003961
63,3805.47,1.02486,1.54635,0.82387,0.98796,0.88304,0.8475,0.90165,0.72146,0.90547,0.8375,0.90213,0.63152,0.88923,1.36502,0.69329,0.92293,0.003862,0.003862,0.003862
64,3864.53,1.01161,1.52334,0.83132,0.99505,0.91041,0.86376,0.92051,0.73003,0.91041,0.86376,0.92419,0.65571,0.89634,1.37305,0.67878,0.92286,0.003763,0.003763,0.003763
65,3931.64,1.01089,1.51294,0.81009,0.98609,0.91106,0.845,0.90278,0.71747,0.91645,0.85,0.90961,0.63785,0.90169,1.3515,0.68573,0.93916,0.003664,0.003664,0.003664
66,4000.32,1.02529,1.54942,0.79784,0.99473,0.93845,0.8386,0.91746,0.73479,0.94125,0.8411,0.92101,0.66688,0.88292,1.32679,0.64943,0.92268,0.003565,0.003565,0.003565
67,4068.11,1.00469,1.51934,0.8134,0.98151,0.8935,0.885,0.9134,0.72431,0.8935,0.885,0.91711,0.63872,0.88572,1.3091,0.66928,0.92983,0.003466,0.003466,0.003466
68,4125.17,1.02901,1.5242,0.80633,0.99361,0.89408,0.88627,0.92623,0.74616,0.92727,0.86064,0.92919,0.66189,0.86118,1.30592,0.64822,0.91642,0.003367,0.003367,0.003367
69,4180.72,0.99561,1.50101,0.79774,0.98684,0.91894,0.87864,0.91961,0.74046,0.91371,0.87364,0.91617,0.67367,0.86682,1.31429,0.65505,0.91556,0.003268,0.003268,0.003268
