epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,8265.43,0.93585,1.30721,0.70886,0.97359,0.7403,0.77727,0.80104,0.58517,0.80053,0.71143,0.78094,0.51439,1.04249,1.70028,0.95204,1.0161,0.005512,0.005512,0.005512
70,8367.56,0.97122,1.41979,0.75084,0.99914,0.76245,0.79091,0.80868,0.60571,0.77979,0.77727,0.81194,0.53387,1.02142,1.59995,0.92517,1.00724,0.005446,0.005446,0.005446
71,8470.45,0.92107,1.33674,0.7035,0.96912,0.78979,0.73182,0.7888,0.56348,0.79994,0.74091,0.79174,0.49061,1.05536,1.61503,1.014,1.02453,0.00538,0.00538,0.00538
72,8572.5,0.91026,1.27805,0.68331,0.95414,0.81664,0.75909,0.80976,0.59333,0.81664,0.75909,0.8148,0.52858,1.03573,1.57681,0.95738,1.02517,0.005314,0.005314,0.005314
73,8673.53,0.95125,1.37274,0.70762,0.98189,0.81971,0.74398,0.82236,0.61714,0.80208,0.73681,0.80911,0.5329,0.98715,1.51643,0.93592,0.99037,0.005248,0.005248,0.005248
74,8781.41,0.90447,1.31515,0.69201,0.96608,0.77031,0.79268,0.80205,0.59352,0.77031,0.79268,0.79646,0.51576,0.98322,1.57265,0.92438,0.9965,0.005182,0.005182,0.005182
75,8902.55,0.87924,1.26723,0.66032,0.95424,0.76774,0.80455,0.81367,0.6004,0.75626,0.79545,0.80105,0.51389,1.00893,1.62835,0.91949,0.99707,0.005116,0.005116,0.005116
76,9011.46,0.92038,1.22652,0.67705,0.96118,0.79335,0.75035,0.78409,0.58278,0.80296,0.75944,0.79494,0.52105,1.04083,1.77153,0.97627,1.0382,0.00505,0.00505,0.00505
77,9112.46,0.92764,1.32252,0.68756,0.96739,0.80493,0.73636,0.78577,0.57838,0.81486,0.74545,0.79474,0.50555,1.04834,1.66699,0.93932,1.03755,0.004984,0.004984,0.004984
78,9244.78,0.89306,1.27092,0.68123,0.96271,0.78258,0.77727,0.78741,0.57377,0.79898,0.78182,0.79626,0.49139,1.03395,1.65309,0.96703,1.01949,0.004918,0.004918,0.004918
79,9372.11,0.8661,1.21728,0.65177,0.94284,0.77066,0.76364,0.77665,0.56641,0.76637,0.76042,0.77514,0.48571,1.07325,1.72296,1.00564,1.05031,0.004852,0.004852,0.004852
80,9481.14,0.89857,1.28994,0.66329,0.95376,0.7438,0.77727,0.78496,0.58731,0.78735,0.75455,0.79126,0.50017,1.08063,1.75,0.96971,1.06225,0.004786,0.004786,0.004786
81,9590.59,0.87239,1.22673,0.63201,0.94924,0.76794,0.75455,0.78843,0.58019,0.77463,0.75,0.78447,0.50646,1.07672,1.81272,0.97002,1.06729,0.00472,0.00472,0.00472
82,9712.49,0.84544,1.19186,0.60768,0.94648,0.78201,0.79545,0.81617,0.60519,0.78878,0.8,0.81403,0.5269,1.06332,1.70709,0.89659,1.05868,0.004654,0.004654,0.004654
83,9829.11,0.86805,1.2401,0.63125,0.94189,0.84528,0.72273,0.7989,0.5897,0.8506,0.72727,0.79712,0.51617,1.08121,1.7411,0.91048,1.06663,0.004588,0.004588,0.004588
