epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,2370.95,1.01971,1.3954,0.7889,0.98283,0.85986,0.82229,0.86473,0.64395,0.84907,0.81198,0.85886,0.56694,0.99174,1.58348,0.77507,0.97847,0.0057925,0.0057925,0.0057925
53,2416.07,0.99589,1.35233,0.77846,0.98473,0.92613,0.77548,0.87305,0.6438,0.90771,0.76049,0.85412,0.55505,1.02886,1.67346,0.81445,0.99016,0.00571,0.00571,0.00571
54,2461.53,0.9761,1.38154,0.75788,0.95915,0.8436,0.82474,0.86652,0.64942,0.8436,0.82474,0.86532,0.55528,1.01583,1.64644,0.79267,0.99389,0.0056275,0.0056275,0.0056275
55,2506.75,0.98027,1.39176,0.77153,0.96819,0.83065,0.8299,0.8644,0.65043,0.81882,0.81959,0.85391,0.55538,1.02033,1.61525,0.8027,1.00386,0.005545,0.005545,0.005545
56,2552.13,0.97034,1.40402,0.7646,0.97079,0.83991,0.8113,0.86153,0.63145,0.83457,0.80615,0.8595,0.56622,1.03097,1.64887,0.84406,0.99366,0.0054625,0.0054625,0.0054625
57,2597.26,0.94061,1.31957,0.7313,0.94769,0.90787,0.75258,0.87235,0.63188,0.9043,0.74742,0.86873,0.55806,1.07225,1.62965,0.83442,1.02641,0.00538,0.00538,0.00538
58,2642.62,0.95538,1.31739,0.74065,0.95234,0.80283,0.83954,0.86849,0.63364,0.79297,0.82923,0.86241,0.56479,1.03692,1.67218,0.83449,1.00756,0.0052975,0.0052975,0.0052975
59,2688.27,0.9631,1.39595,0.74979,0.97151,0.84329,0.80443,0.84899,0.63622,0.84909,0.81205,0.85291,0.56295,1.02441,1.59083,0.82955,1.00191,0.005215,0.005215,0.005215
60,2733.64,0.9157,1.26935,0.70891,0.95146,0.80129,0.85567,0.87085,0.63357,0.79142,0.84536,0.86192,0.5613,1.04178,1.60402,0.81346,0.99712,0.0051325,0.0051325,0.0051325
61,2778.92,0.93837,1.29348,0.69615,0.94712,0.85147,0.79783,0.87026,0.64561,0.84665,0.79897,0.86983,0.57028,1.02905,1.56037,0.83077,1.01129,0.00505,0.00505,0.00505
62,2825.48,0.9459,1.31121,0.73104,0.95935,0.90073,0.79381,0.89853,0.66935,0.89488,0.78866,0.8904,0.59444,1.0037,1.53626,0.76014,0.99273,0.0049675,0.0049675,0.0049675
63,2872.09,0.96874,1.34968,0.72799,0.96292,0.93761,0.77463,0.87808,0.66667,0.91502,0.77702,0.8749,0.58067,1.02162,1.58378,0.7882,0.99159,0.004885,0.004885,0.004885
64,2917.54,0.94827,1.26487,0.67521,0.95325,0.92236,0.79611,0.88335,0.67059,0.91042,0.7858,0.87188,0.58887,0.98112,1.56826,0.7846,0.99005,0.0048025,0.0048025,0.0048025
65,2963.68,0.94385,1.32571,0.71771,0.9582,0.86306,0.79381,0.88567,0.66131,0.84742,0.77835,0.87044,0.58056,0.99223,1.5796,0.77871,0.99848,0.00472,0.00472,0.00472
66,3009.13,0.9432,1.29294,0.7048,0.95956,0.90821,0.76503,0.87133,0.66427,0.88992,0.75008,0.86116,0.58589,1.01209,1.60778,0.80279,1.0037,0.0046375,0.0046375,0.0046375
67,3054.47,0.93044,1.30536,0.68682,0.94818,0.79939,0.86598,0.88375,0.66848,0.78512,0.85052,0.87193,0.58731,0.98189,1.6077,0.78157,0.98697,0.004555,0.004555,0.004555
68,3099.74,0.9216,1.26851,0.6703,0.9432,0.84064,0.84293,0.88779,0.66846,0.83036,0.83262,0.87944,0.58847,0.96604,1.48484,0.76581,0.97635,0.0044725,0.0044725,0.0044725
